# x rho u p
0.328255 0.791558 0.270211 0.720904
0.328265 0.791529 0.270252 0.720866
0.328275 0.791499 0.270294 0.720829
0.328285 0.79147 0.270336 0.720792
0.328295 0.791441 0.270377 0.720755
0.328305 0.791412 0.270419 0.720718
0.328315 0.791383 0.27046 0.72068
0.328325 0.791353 0.270502 0.720643
0.328335 0.791324 0.270544 0.720606
0.328345 0.791295 0.270585 0.720569
0.328355 0.791266 0.270627 0.720532
0.328365 0.791237 0.270669 0.720494
0.328375 0.791208 0.27071 0.720457
0.328385 0.791178 0.270752 0.72042
0.328395 0.791149 0.270794 0.720383
0.328405 0.79112 0.270835 0.720345
0.328415 0.791091 0.270877 0.720308
0.328425 0.791062 0.270919 0.720271
0.328435 0.791032 0.27096 0.720234
0.328445 0.791003 0.271002 0.720197
0.328455 0.790974 0.271044 0.72016
0.328465 0.790945 0.271085 0.720122
0.328475 0.790916 0.271127 0.720085
0.328485 0.790887 0.271168 0.720048
0.328495 0.790857 0.27121 0.720011
0.328505 0.790828 0.271252 0.719974
0.328515 0.790799 0.271293 0.719936
0.328525 0.79077 0.271335 0.719899
0.328535 0.790741 0.271377 0.719862
0.328545 0.790711 0.271418 0.719825
0.328555 0.790682 0.27146 0.719788
0.328565 0.790653 0.271502 0.719751
0.328575 0.790624 0.271543 0.719713
0.328585 0.790595 0.271585 0.719676
0.328595 0.790566 0.271627 0.719639
0.328605 0.790536 0.271668 0.719602
0.328615 0.790507 0.27171 0.719565
0.328625 0.790478 0.271752 0.719527
0.328635 0.790449 0.271793 0.71949
0.328645 0.79042 0.271835 0.719453
0.328655 0.790391 0.271877 0.719416
0.328665 0.790362 0.271918 0.719379
0.328675 0.790332 0.27196 0.719342
0.328685 0.790303 0.272001 0.719305
0.328695 0.790274 0.272043 0.719267
0.328705 0.790245 0.272085 0.71923
0.328715 0.790216 0.272126 0.719193
0.328725 0.790187 0.272168 0.719156
0.328735 0.790157 0.27221 0.719119
0.328745 0.790128 0.272251 0.719082
0.328755 0.790099 0.272293 0.719044
0.328765 0.79007 0.272335 0.719007
0.328775 0.790041 0.272376 0.71897
0.328785 0.790012 0.272418 0.718933
0.328795 0.789983 0.27246 0.718896
0.328805 0.789953 0.272501 0.718859
0.328815 0.789924 0.272543 0.718822
0.328825 0.789895 0.272585 0.718785
0.328835 0.789866 0.272626 0.718747
0.328845 0.789837 0.272668 0.71871
0.328855 0.789808 0.272709 0.718673
0.328865 0.789778 0.272751 0.718636
0.328875 0.789749 0.272793 0.718599
0.328885 0.78972 0.272834 0.718562
0.328895 0.789691 0.272876 0.718525
0.328905 0.789662 0.272918 0.718488
0.328915 0.789633 0.272959 0.71845
0.328925 0.789604 0.273001 0.718413
0.328935 0.789574 0.273043 0.718376
0.328945 0.789545 0.273084 0.718339
0.328955 0.789516 0.273126 0.718302
0.328965 0.789487 0.273168 0.718265
0.328975 0.789458 0.273209 0.718228
0.328985 0.789429 0.273251 0.718191
0.328995 0.7894 0.273293 0.718154
0.329005 0.789371 0.273334 0.718116
0.329015 0.789341 0.273376 0.718079
0.329025 0.789312 0.273417 0.718042
0.329035 0.789283 0.273459 0.718005
0.329045 0.789254 0.273501 0.717968
0.329055 0.789225 0.273542 0.717931
0.329065 0.789196 0.273584 0.717894
0.329075 0.789167 0.273626 0.717857
0.329085 0.789138 0.273667 0.71782
0.329095 0.789108 0.273709 0.717783
0.329105 0.789079 0.273751 0.717745
0.329115 0.78905 0.273792 0.717708
0.329125 0.789021 0.273834 0.717671
0.329135 0.788992 0.273876 0.717634
0.329145 0.788963 0.273917 0.717597
0.329155 0.788934 0.273959 0.71756
0.329165 0.788905 0.274001 0.717523
0.329175 0.788875 0.274042 0.717486
0.329185 0.788846 0.274084 0.717449
0.329195 0.788817 0.274125 0.717412
0.329205 0.788788 0.274167 0.717375
0.329215 0.788759 0.274209 0.717338
0.329225 0.78873 0.27425 0.717301
0.329235 0.788701 0.274292 0.717264
0.329245 0.788672 0.274334 0.717226
0.329255 0.788643 0.274375 0.717189
0.329265 0.788613 0.274417 0.717152
0.329275 0.788584 0.274459 0.717115
0.329285 0.788555 0.2745 0.717078
0.329295 0.788526 0.274542 0.717041
0.329305 0.788497 0.274584 0.717004
0.329315 0.788468 0.274625 0.716967
0.329325 0.788439 0.274667 0.71693
0.329335 0.78841 0.274709 0.716893
0.329345 0.788381 0.27475 0.716856
0.329355 0.788351 0.274792 0.716819
0.329365 0.788322 0.274833 0.716782
0.329375 0.788293 0.274875 0.716745
0.329385 0.788264 0.274917 0.716708
0.329395 0.788235 0.274958 0.716671
0.329405 0.788206 0.275 0.716634
0.329415 0.788177 0.275042 0.716597
0.329425 0.788148 0.275083 0.71656
0.329435 0.788119 0.275125 0.716523
0.329445 0.78809 0.275167 0.716486
0.329455 0.788061 0.275208 0.716449
0.329465 0.788031 0.27525 0.716411
0.329475 0.788002 0.275292 0.716374
0.329485 0.787973 0.275333 0.716337
0.329495 0.787944 0.275375 0.7163
0.329505 0.787915 0.275417 0.716263
0.329515 0.787886 0.275458 0.716226
0.329525 0.787857 0.2755 0.716189
0.329535 0.787828 0.275542 0.716152
0.329545 0.787799 0.275583 0.716115
0.329555 0.78777 0.275625 0.716078
0.329565 0.787741 0.275666 0.716041
0.329575 0.787711 0.275708 0.716004
0.329585 0.787682 0.27575 0.715967
0.329595 0.787653 0.275791 0.71593
0.329605 0.787624 0.275833 0.715893
0.329615 0.787595 0.275875 0.715856
0.329625 0.787566 0.275916 0.715819
0.329635 0.787537 0.275958 0.715782
0.329645 0.787508 0.276 0.715745
0.329655 0.787479 0.276041 0.715708
0.329665 0.78745 0.276083 0.715671
0.329675 0.787421 0.276125 0.715634
0.329685 0.787392 0.276166 0.715597
0.329695 0.787363 0.276208 0.71556
0.329705 0.787333 0.27625 0.715523
0.329715 0.787304 0.276291 0.715486
0.329725 0.787275 0.276333 0.715449
0.329735 0.787246 0.276374 0.715412
0.329745 0.787217 0.276416 0.715375
0.329755 0.787188 0.276458 0.715338
0.329765 0.787159 0.276499 0.715301
0.329775 0.78713 0.276541 0.715264
0.329785 0.787101 0.276583 0.715227
0.329795 0.787072 0.276624 0.71519
0.329805 0.787043 0.276666 0.715154
0.329815 0.787014 0.276708 0.715117
0.329825 0.786985 0.276749 0.71508
0.329835 0.786956 0.276791 0.715043
0.329845 0.786927 0.276833 0.715006
0.329855 0.786897 0.276874 0.714969
0.329865 0.786868 0.276916 0.714932
0.329875 0.786839 0.276958 0.714895
0.329885 0.78681 0.276999 0.714858
0.329895 0.786781 0.277041 0.714821
0.329905 0.786752 0.277083 0.714784
0.329915 0.786723 0.277124 0.714747
0.329925 0.786694 0.277166 0.71471
0.329935 0.786665 0.277207 0.714673
0.329945 0.786636 0.277249 0.714636
0.329955 0.786607 0.277291 0.714599
0.329965 0.786578 0.277332 0.714562
0.329975 0.786549 0.277374 0.714525
0.329985 0.78652 0.277416 0.714488
0.329995 0.786491 0.277457 0.714451
0.330005 0.786462 0.277499 0.714414
0.330015 0.786433 0.277541 0.714377
0.330025 0.786404 0.277582 0.714341
0.330035 0.786375 0.277624 0.714304
0.330045 0.786346 0.277666 0.714267
0.330055 0.786316 0.277707 0.71423
0.330065 0.786287 0.277749 0.714193
0.330075 0.786258 0.277791 0.714156
0.330085 0.786229 0.277832 0.714119
0.330095 0.7862 0.277874 0.714082
0.330105 0.786171 0.277915 0.714045
0.330115 0.786142 0.277957 0.714008
0.330125 0.786113 0.277999 0.713971
0.330135 0.786084 0.27804 0.713934
0.330145 0.786055 0.278082 0.713897
0.330155 0.786026 0.278124 0.713861
0.330165 0.785997 0.278165 0.713824
0.330175 0.785968 0.278207 0.713787
0.330185 0.785939 0.278249 0.71375
0.330195 0.78591 0.27829 0.713713
0.330205 0.785881 0.278332 0.713676
0.330215 0.785852 0.278374 0.713639
0.330225 0.785823 0.278415 0.713602
0.330235 0.785794 0.278457 0.713565
0.330245 0.785765 0.278499 0.713528
0.330255 0.785736 0.27854 0.713491
0.330265 0.785707 0.278582 0.713455
0.330275 0.785678 0.278623 0.713418
0.330285 0.785649 0.278665 0.713381
0.330295 0.78562 0.278707 0.713344
0.330305 0.785591 0.278748 0.713307
0.330315 0.785562 0.27879 0.71327
0.330325 0.785533 0.278832 0.713233
0.330335 0.785504 0.278873 0.713196
0.330345 0.785475 0.278915 0.713159
0.330355 0.785446 0.278957 0.713123
0.330365 0.785417 0.278998 0.713086
0.330375 0.785388 0.27904 0.713049
0.330385 0.785359 0.279082 0.713012
0.330395 0.78533 0.279123 0.712975
0.330405 0.785301 0.279165 0.712938
0.330415 0.785272 0.279207 0.712901
0.330425 0.785243 0.279248 0.712864
0.330435 0.785214 0.27929 0.712828
0.330445 0.785185 0.279332 0.712791
0.330455 0.785156 0.279373 0.712754
0.330465 0.785127 0.279415 0.712717
0.330475 0.785098 0.279456 0.71268
0.330485 0.785068 0.279498 0.712643
0.330495 0.785039 0.27954 0.712606
0.330505 0.78501 0.279581 0.71257
0.330515 0.784981 0.279623 0.712533
0.330525 0.784952 0.279665 0.712496
0.330535 0.784923 0.279706 0.712459
0.330545 0.784894 0.279748 0.712422
0.330555 0.784865 0.27979 0.712385
0.330565 0.784836 0.279831 0.712348
0.330575 0.784807 0.279873 0.712312
0.330585 0.784778 0.279915 0.712275
0.330595 0.784749 0.279956 0.712238
0.330605 0.784721 0.279998 0.712201
0.330615 0.784692 0.28004 0.712164
0.330625 0.784663 0.280081 0.712127
0.330635 0.784634 0.280123 0.712091
0.330645 0.784605 0.280165 0.712054
0.330655 0.784576 0.280206 0.712017
0.330665 0.784547 0.280248 0.71198
0.330675 0.784518 0.280289 0.711943
0.330685 0.784489 0.280331 0.711906
0.330695 0.78446 0.280373 0.71187
0.330705 0.784431 0.280414 0.711833
0.330715 0.784402 0.280456 0.711796
0.330725 0.784373 0.280498 0.711759
0.330735 0.784344 0.280539 0.711722
0.330745 0.784315 0.280581 0.711685
0.330755 0.784286 0.280623 0.711649
0.330765 0.784257 0.280664 0.711612
0.330775 0.784228 0.280706 0.711575
0.330785 0.784199 0.280748 0.711538
0.330795 0.78417 0.280789 0.711501
0.330805 0.784141 0.280831 0.711465
0.330815 0.784112 0.280873 0.711428
0.330825 0.784083 0.280914 0.711391
0.330835 0.784054 0.280956 0.711354
0.330845 0.784025 0.280997 0.711317
0.330855 0.783996 0.281039 0.711281
0.330865 0.783967 0.281081 0.711244
0.330875 0.783938 0.281122 0.711207
0.330885 0.783909 0.281164 0.71117
0.330895 0.78388 0.281206 0.711133
0.330905 0.783851 0.281247 0.711097
0.330915 0.783822 0.281289 0.71106
0.330925 0.783793 0.281331 0.711023
0.330935 0.783764 0.281372 0.710986
0.330945 0.783735 0.281414 0.710949
0.330955 0.783706 0.281456 0.710913
0.330965 0.783677 0.281497 0.710876
0.330975 0.783648 0.281539 0.710839
0.330985 0.783619 0.281581 0.710802
0.330995 0.78359 0.281622 0.710766
0.331005 0.783561 0.281664 0.710729
0.331015 0.783532 0.281706 0.710692
0.331025 0.783503 0.281747 0.710655
0.331035 0.783475 0.281789 0.710618
0.331045 0.783446 0.28183 0.710582
0.331055 0.783417 0.281872 0.710545
0.331065 0.783388 0.281914 0.710508
0.331075 0.783359 0.281955 0.710471
0.331085 0.78333 0.281997 0.710435
0.331095 0.783301 0.282039 0.710398
0.331105 0.783272 0.28208 0.710361
0.331115 0.783243 0.282122 0.710324
0.331125 0.783214 0.282164 0.710288
0.331135 0.783185 0.282205 0.710251
0.331145 0.783156 0.282247 0.710214
0.331155 0.783127 0.282289 0.710177
0.331165 0.783098 0.28233 0.710141
0.331175 0.783069 0.282372 0.710104
0.331185 0.78304 0.282414 0.710067
0.331195 0.783011 0.282455 0.71003
0.331205 0.782982 0.282497 0.709994
0.331215 0.782953 0.282538 0.709957
0.331225 0.782924 0.28258 0.70992
0.331235 0.782896 0.282622 0.709883
0.331245 0.782867 0.282663 0.709847
0.331255 0.782838 0.282705 0.70981
0.331265 0.782809 0.282747 0.709773
0.331275 0.78278 0.282788 0.709736
0.331285 0.782751 0.28283 0.7097
0.331295 0.782722 0.282872 0.709663
0.331305 0.782693 0.282913 0.709626
0.331315 0.782664 0.282955 0.709589
0.331325 0.782635 0.282997 0.709553
0.331335 0.782606 0.283038 0.709516
0.331345 0.782577 0.28308 0.709479
0.331355 0.782548 0.283122 0.709443
0.331365 0.782519 0.283163 0.709406
0.331375 0.78249 0.283205 0.709369
0.331385 0.782462 0.283247 0.709332
0.331395 0.782433 0.283288 0.709296
0.331405 0.782404 0.28333 0.709259
0.331415 0.782375 0.283371 0.709222
0.331425 0.782346 0.283413 0.709186
0.331435 0.782317 0.283455 0.709149
0.331445 0.782288 0.283496 0.709112
0.331455 0.782259 0.283538 0.709075
0.331465 0.78223 0.28358 0.709039
0.331475 0.782201 0.283621 0.709002
0.331485 0.782172 0.283663 0.708965
0.331495 0.782143 0.283705 0.708929
0.331505 0.782114 0.283746 0.708892
0.331515 0.782086 0.283788 0.708855
0.331525 0.782057 0.28383 0.708819
0.331535 0.782028 0.283871 0.708782
0.331545 0.781999 0.283913 0.708745
0.331555 0.78197 0.283955 0.708709
0.331565 0.781941 0.283996 0.708672
0.331575 0.781912 0.284038 0.708635
0.331585 0.781883 0.28408 0.708598
0.331595 0.781854 0.284121 0.708562
0.331605 0.781825 0.284163 0.708525
0.331615 0.781796 0.284204 0.708488
0.331625 0.781767 0.284246 0.708452
0.331635 0.781739 0.284288 0.708415
0.331645 0.78171 0.284329 0.708378
0.331655 0.781681 0.284371 0.708342
0.331665 0.781652 0.284413 0.708305
0.331675 0.781623 0.284454 0.708268
0.331685 0.781594 0.284496 0.708232
0.331695 0.781565 0.284538 0.708195
0.331705 0.781536 0.284579 0.708158
0.331715 0.781507 0.284621 0.708122
0.331725 0.781478 0.284663 0.708085
0.331735 0.78145 0.284704 0.708048
0.331745 0.781421 0.284746 0.708012
0.331755 0.781392 0.284788 0.707975
0.331765 0.781363 0.284829 0.707938
0.331775 0.781334 0.284871 0.707902
0.331785 0.781305 0.284913 0.707865
0.331795 0.781276 0.284954 0.707829
0.331805 0.781247 0.284996 0.707792
0.331815 0.781218 0.285037 0.707755
0.331825 0.78119 0.285079 0.707719
0.331835 0.781161 0.285121 0.707682
0.331845 0.781132 0.285162 0.707645
0.331855 0.781103 0.285204 0.707609
0.331865 0.781074 0.285246 0.707572
0.331875 0.781045 0.285287 0.707535
0.331885 0.781016 0.285329 0.707499
0.331895 0.780987 0.285371 0.707462
0.331905 0.780958 0.285412 0.707426
0.331915 0.78093 0.285454 0.707389
0.331925 0.780901 0.285496 0.707352
0.331935 0.780872 0.285537 0.707316
0.331945 0.780843 0.285579 0.707279
0.331955 0.780814 0.285621 0.707242
0.331965 0.780785 0.285662 0.707206
0.331975 0.780756 0.285704 0.707169
0.331985 0.780727 0.285745 0.707133
0.331995 0.780698 0.285787 0.707096
0.332005 0.78067 0.285829 0.707059
0.332015 0.780641 0.28587 0.707023
0.332025 0.780612 0.285912 0.706986
0.332035 0.780583 0.285954 0.706949
0.332045 0.780554 0.285995 0.706913
0.332055 0.780525 0.286037 0.706876
0.332065 0.780496 0.286079 0.70684
0.332075 0.780468 0.28612 0.706803
0.332085 0.780439 0.286162 0.706766
0.332095 0.78041 0.286204 0.70673
0.332105 0.780381 0.286245 0.706693
0.332115 0.780352 0.286287 0.706657
0.332125 0.780323 0.286329 0.70662
0.332135 0.780294 0.28637 0.706583
0.332145 0.780265 0.286412 0.706547
0.332155 0.780237 0.286454 0.70651
0.332165 0.780208 0.286495 0.706474
0.332175 0.780179 0.286537 0.706437
0.332185 0.78015 0.286578 0.706401
0.332195 0.780121 0.28662 0.706364
0.332205 0.780092 0.286662 0.706327
0.332215 0.780063 0.286703 0.706291
0.332225 0.780035 0.286745 0.706254
0.332235 0.780006 0.286787 0.706218
0.332245 0.779977 0.286828 0.706181
0.332255 0.779948 0.28687 0.706144
0.332265 0.779919 0.286912 0.706108
0.332275 0.77989 0.286953 0.706071
0.332285 0.779861 0.286995 0.706035
0.332295 0.779833 0.287037 0.705998
0.332305 0.779804 0.287078 0.705962
0.332315 0.779775 0.28712 0.705925
0.332325 0.779746 0.287162 0.705889
0.332335 0.779717 0.287203 0.705852
0.332345 0.779688 0.287245 0.705815
0.332355 0.77966 0.287287 0.705779
0.332365 0.779631 0.287328 0.705742
0.332375 0.779602 0.28737 0.705706
0.332385 0.779573 0.287411 0.705669
0.332395 0.779544 0.287453 0.705633
0.332405 0.779515 0.287495 0.705596
0.332415 0.779486 0.287536 0.70556
0.332425 0.779458 0.287578 0.705523
0.332435 0.779429 0.28762 0.705486
0.332445 0.7794 0.287661 0.70545
0.332455 0.779371 0.287703 0.705413
0.332465 0.779342 0.287745 0.705377
0.332475 0.779313 0.287786 0.70534
0.332485 0.779285 0.287828 0.705304
0.332495 0.779256 0.28787 0.705267
0.332505 0.779227 0.287911 0.705231
0.332515 0.779198 0.287953 0.705194
0.332525 0.779169 0.287995 0.705158
0.332535 0.77914 0.288036 0.705121
0.332545 0.779112 0.288078 0.705085
0.332555 0.779083 0.28812 0.705048
0.332565 0.779054 0.288161 0.705012
0.332575 0.779025 0.288203 0.704975
0.332585 0.778996 0.288244 0.704938
0.332595 0.778967 0.288286 0.704902
0.332605 0.778939 0.288328 0.704865
0.332615 0.77891 0.288369 0.704829
0.332625 0.778881 0.288411 0.704792
0.332635 0.778852 0.288453 0.704756
0.332645 0.778823 0.288494 0.704719
0.332655 0.778795 0.288536 0.704683
0.332665 0.778766 0.288578 0.704646
0.332675 0.778737 0.288619 0.70461
0.332685 0.778708 0.288661 0.704573
0.332695 0.778679 0.288703 0.704537
0.332705 0.77865 0.288744 0.7045
0.332715 0.778622 0.288786 0.704464
0.332725 0.778593 0.288828 0.704427
0.332735 0.778564 0.288869 0.704391
0.332745 0.778535 0.288911 0.704354
0.332755 0.778506 0.288953 0.704318
0.332765 0.778478 0.288994 0.704281
0.332775 0.778449 0.289036 0.704245
0.332785 0.77842 0.289077 0.704208
0.332795 0.778391 0.289119 0.704172
0.332805 0.778362 0.289161 0.704135
0.332815 0.778334 0.289202 0.704099
0.332825 0.778305 0.289244 0.704062
0.332835 0.778276 0.289286 0.704026
0.332845 0.778247 0.289327 0.70399
0.332855 0.778218 0.289369 0.703953
0.332865 0.778189 0.289411 0.703917
0.332875 0.778161 0.289452 0.70388
0.332885 0.778132 0.289494 0.703844
0.332895 0.778103 0.289536 0.703807
0.332905 0.778074 0.289577 0.703771
0.332915 0.778045 0.289619 0.703734
0.332925 0.778017 0.289661 0.703698
0.332935 0.777988 0.289702 0.703661
0.332945 0.777959 0.289744 0.703625
0.332955 0.77793 0.289786 0.703588
0.332965 0.777902 0.289827 0.703552
0.332975 0.777873 0.289869 0.703515
0.332985 0.777844 0.28991 0.703479
0.332995 0.777815 0.289952 0.703443
0.333005 0.777786 0.289994 0.703406
0.333015 0.777758 0.290035 0.70337
0.333025 0.777729 0.290077 0.703333
0.333035 0.7777 0.290119 0.703297
0.333045 0.777671 0.29016 0.70326
0.333055 0.777642 0.290202 0.703224
0.333065 0.777614 0.290244 0.703187
0.333075 0.777585 0.290285 0.703151
0.333085 0.777556 0.290327 0.703115
0.333095 0.777527 0.290369 0.703078
0.333105 0.777498 0.29041 0.703042
0.333115 0.77747 0.290452 0.703005
0.333125 0.777441 0.290494 0.702969
0.333135 0.777412 0.290535 0.702932
0.333145 0.777383 0.290577 0.702896
0.333155 0.777355 0.290619 0.702859
0.333165 0.777326 0.29066 0.702823
0.333175 0.777297 0.290702 0.702787
0.333185 0.777268 0.290743 0.70275
0.333195 0.777239 0.290785 0.702714
0.333205 0.777211 0.290827 0.702677
0.333215 0.777182 0.290868 0.702641
0.333225 0.777153 0.29091 0.702605
0.333235 0.777124 0.290952 0.702568
0.333245 0.777096 0.290993 0.702532
0.333255 0.777067 0.291035 0.702495
0.333265 0.777038 0.291077 0.702459
0.333275 0.777009 0.291118 0.702422
0.333285 0.776981 0.29116 0.702386
0.333295 0.776952 0.291202 0.70235
0.333305 0.776923 0.291243 0.702313
0.333315 0.776894 0.291285 0.702277
0.333325 0.776865 0.291327 0.70224
0.333335 0.776837 0.291368 0.702204
0.333345 0.776808 0.29141 0.702168
0.333355 0.776779 0.291452 0.702131
0.333365 0.77675 0.291493 0.702095
0.333375 0.776722 0.291535 0.702058
0.333385 0.776693 0.291576 0.702022
0.333395 0.776664 0.291618 0.701986
0.333405 0.776635 0.29166 0.701949
0.333415 0.776607 0.291701 0.701913
0.333425 0.776578 0.291743 0.701877
0.333435 0.776549 0.291785 0.70184
0.333445 0.77652 0.291826 0.701804
0.333455 0.776492 0.291868 0.701767
0.333465 0.776463 0.29191 0.701731
0.333475 0.776434 0.291951 0.701695
0.333485 0.776405 0.291993 0.701658
0.333495 0.776377 0.292035 0.701622
0.333505 0.776348 0.292076 0.701586
0.333515 0.776319 0.292118 0.701549
0.333525 0.77629 0.29216 0.701513
0.333535 0.776262 0.292201 0.701476
0.333545 0.776233 0.292243 0.70144
0.333555 0.776204 0.292285 0.701404
0.333565 0.776175 0.292326 0.701367
0.333575 0.776147 0.292368 0.701331
0.333585 0.776118 0.29241 0.701295
0.333595 0.776089 0.292451 0.701258
0.333605 0.77606 0.292493 0.701222
0.333615 0.776032 0.292534 0.701186
0.333625 0.776003 0.292576 0.701149
0.333635 0.775974 0.292618 0.701113
0.333645 0.775945 0.292659 0.701076
0.333655 0.775917 0.292701 0.70104
0.333665 0.775888 0.292743 0.701004
0.333675 0.775859 0.292784 0.700967
0.333685 0.775831 0.292826 0.700931
0.333695 0.775802 0.292868 0.700895
0.333705 0.775773 0.292909 0.700858
0.333715 0.775744 0.292951 0.700822
0.333725 0.775716 0.292993 0.700786
0.333735 0.775687 0.293034 0.700749
0.333745 0.775658 0.293076 0.700713
0.333755 0.775629 0.293118 0.700677
0.333765 0.775601 0.293159 0.70064
0.333775 0.775572 0.293201 0.700604
0.333785 0.775543 0.293243 0.700568
0.333795 0.775515 0.293284 0.700531
0.333805 0.775486 0.293326 0.700495
0.333815 0.775457 0.293367 0.700459
0.333825 0.775428 0.293409 0.700422
0.333835 0.7754 0.293451 0.700386
0.333845 0.775371 0.293492 0.70035
0.333855 0.775342 0.293534 0.700314
0.333865 0.775314 0.293576 0.700277
0.333875 0.775285 0.293617 0.700241
0.333885 0.775256 0.293659 0.700205
0.333895 0.775227 0.293701 0.700168
0.333905 0.775199 0.293742 0.700132
0.333915 0.77517 0.293784 0.700096
0.333925 0.775141 0.293826 0.700059
0.333935 0.775113 0.293867 0.700023
0.333945 0.775084 0.293909 0.699987
0.333955 0.775055 0.293951 0.69995
0.333965 0.775026 0.293992 0.699914
0.333975 0.774998 0.294034 0.699878
0.333985 0.774969 0.294076 0.699842
0.333995 0.77494 0.294117 0.699805
0.334005 0.774912 0.294159 0.699769
0.334015 0.774883 0.2942 0.699733
0.334025 0.774854 0.294242 0.699696
0.334035 0.774825 0.294284 0.69966
0.334045 0.774797 0.294325 0.699624
0.334055 0.774768 0.294367 0.699588
0.334065 0.774739 0.294409 0.699551
0.334075 0.774711 0.29445 0.699515
0.334085 0.774682 0.294492 0.699479
0.334095 0.774653 0.294534 0.699442
0.334105 0.774625 0.294575 0.699406
0.334115 0.774596 0.294617 0.69937
0.334125 0.774567 0.294659 0.699334
0.334135 0.774538 0.2947 0.699297
0.334145 0.77451 0.294742 0.699261
0.334155 0.774481 0.294784 0.699225
0.334165 0.774452 0.294825 0.699189
0.334175 0.774424 0.294867 0.699152
0.334185 0.774395 0.294909 0.699116
0.334195 0.774366 0.29495 0.69908
0.334205 0.774338 0.294992 0.699044
0.334215 0.774309 0.295033 0.699007
0.334225 0.77428 0.295075 0.698971
0.334235 0.774252 0.295117 0.698935
0.334245 0.774223 0.295158 0.698898
0.334255 0.774194 0.2952 0.698862
0.334265 0.774165 0.295242 0.698826
0.334275 0.774137 0.295283 0.69879
0.334285 0.774108 0.295325 0.698753
0.334295 0.774079 0.295367 0.698717
0.334305 0.774051 0.295408 0.698681
0.334315 0.774022 0.29545 0.698645
0.334325 0.773993 0.295492 0.698609
0.334335 0.773965 0.295533 0.698572
0.334345 0.773936 0.295575 0.698536
0.334355 0.773907 0.295617 0.6985
0.334365 0.773879 0.295658 0.698464
0.334375 0.77385 0.2957 0.698427
0.334385 0.773821 0.295742 0.698391
0.334395 0.773793 0.295783 0.698355
0.334405 0.773764 0.295825 0.698319
0.334415 0.773735 0.295867 0.698282
0.334425 0.773707 0.295908 0.698246
0.334435 0.773678 0.29595 0.69821
0.334445 0.773649 0.295991 0.698174
0.334455 0.773621 0.296033 0.698138
0.334465 0.773592 0.296075 0.698101
0.334475 0.773563 0.296116 0.698065
0.334485 0.773535 0.296158 0.698029
0.334495 0.773506 0.2962 0.697993
0.334505 0.773477 0.296241 0.697956
0.334515 0.773449 0.296283 0.69792
0.334525 0.77342 0.296325 0.697884
0.334535 0.773391 0.296366 0.697848
0.334545 0.773363 0.296408 0.697812
0.334555 0.773334 0.29645 0.697775
0.334565 0.773305 0.296491 0.697739
0.334575 0.773277 0.296533 0.697703
0.334585 0.773248 0.296575 0.697667
0.334595 0.773219 0.296616 0.697631
0.334605 0.773191 0.296658 0.697594
0.334615 0.773162 0.2967 0.697558
0.334625 0.773133 0.296741 0.697522
0.334635 0.773105 0.296783 0.697486
0.334645 0.773076 0.296824 0.69745
0.334655 0.773047 0.296866 0.697414
0.334665 0.773019 0.296908 0.697377
0.334675 0.77299 0.296949 0.697341
0.334685 0.772962 0.296991 0.697305
0.334695 0.772933 0.297033 0.697269
0.334705 0.772904 0.297074 0.697233
0.334715 0.772876 0.297116 0.697196
0.334725 0.772847 0.297158 0.69716
0.334735 0.772818 0.297199 0.697124
0.334745 0.77279 0.297241 0.697088
0.334755 0.772761 0.297283 0.697052
0.334765 0.772732 0.297324 0.697016
0.334775 0.772704 0.297366 0.696979
0.334785 0.772675 0.297408 0.696943
0.334795 0.772646 0.297449 0.696907
0.334805 0.772618 0.297491 0.696871
0.334815 0.772589 0.297533 0.696835
0.334825 0.772561 0.297574 0.696799
0.334835 0.772532 0.297616 0.696762
0.334845 0.772503 0.297658 0.696726
0.334855 0.772475 0.297699 0.69669
0.334865 0.772446 0.297741 0.696654
0.334875 0.772417 0.297782 0.696618
0.334885 0.772389 0.297824 0.696582
0.334895 0.77236 0.297866 0.696546
0.334905 0.772331 0.297907 0.696509
0.334915 0.772303 0.297949 0.696473
0.334925 0.772274 0.297991 0.696437
0.334935 0.772246 0.298032 0.696401
0.334945 0.772217 0.298074 0.696365
0.334955 0.772188 0.298116 0.696329
0.334965 0.77216 0.298157 0.696293
0.334975 0.772131 0.298199 0.696256
0.334985 0.772102 0.298241 0.69622
0.334995 0.772074 0.298282 0.696184
0.335005 0.772045 0.298324 0.696148
0.335015 0.772017 0.298366 0.696112
0.335025 0.771988 0.298407 0.696076
0.335035 0.771959 0.298449 0.69604
0.335045 0.771931 0.298491 0.696003
0.335055 0.771902 0.298532 0.695967
0.335065 0.771874 0.298574 0.695931
0.335075 0.771845 0.298615 0.695895
0.335085 0.771816 0.298657 0.695859
0.335095 0.771788 0.298699 0.695823
0.335105 0.771759 0.29874 0.695787
0.335115 0.77173 0.298782 0.695751
0.335125 0.771702 0.298824 0.695715
0.335135 0.771673 0.298865 0.695678
0.335145 0.771645 0.298907 0.695642
0.335155 0.771616 0.298949 0.695606
0.335165 0.771587 0.29899 0.69557
0.335175 0.771559 0.299032 0.695534
0.335185 0.77153 0.299074 0.695498
0.335195 0.771502 0.299115 0.695462
0.335205 0.771473 0.299157 0.695426
0.335215 0.771444 0.299199 0.69539
0.335225 0.771416 0.29924 0.695354
0.335235 0.771387 0.299282 0.695317
